SUID	Adduct	charge	cluster index	Compound_Name	Compound_Source	Data_Collector	GNPSLibraryURL	GNPSLinkout_Cluster	INCHI	Instrument	Ion_Source	IonMode	Library_Class	MassDiff	MQScore	MZErrorPPM	name	number of spectra	PI	RTConsensus	RTMean	shared name	SharedPeaks	Smiles	SpectrumID	sum(precursor intensity)
382		0	978					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""978.0"""",""""main.cluster index_upperinput"""":""""978.0""""}"""									978	63		39.21	39.21	978				419736.7489
381		0	979					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""979.0"""",""""main.cluster index_upperinput"""":""""979.0""""}"""									979	154		39.39	39.39	979				2108310.452
710		0	980					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""980.0"""",""""main.cluster index_upperinput"""":""""980.0""""}"""									980	99		39.39	39.39	980				1916082.144
709	EI	0	982	"2-Pyridinecarbamidine, N'-(4-methylbenzimino)-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000936112	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""982.0"""",""""main.cluster index_upperinput"""":""""982.0""""}"""	"InChI=1S/C14H14N4/c1-11-5-7-12(8-6-11)10-17-18-14(15)13-4-2-3-9-16-13/h2-10H,1H3,(H2,15,18)/b17-10+"	EI	EI	EI	3	238.122	0.650689	1.00E+06	982	118	NIST	39.47	39.47	982	7	CC1=CC=C(C=C1)/C=N/N=C(C2=CC=CC=N2)N	CCMSLIB00000936112	1102088.785
713	EI	0	985	"Melibiose, octakis(trimethylsilyl)-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000900625	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""985.0"""",""""main.cluster index_upperinput"""":""""985.0""""}"""	"InChI=1S/C36H86O11Si8/c1-48(2,3)38-26-28-30(42-50(7,8)9)31(43-51(10,11)12)33(45-53(16,17)18)35(39-28)37-25-27-29(41-49(4,5)6)32(44-52(13,14)15)34(46-54(19,20)21)36(40-27)47-55(22,23)24/h27-36H,25-26H2,1-24H3"	EI	EI	EI	3	918.432	0.957724	1.00E+06	985	166	NIST	39.55	39.55	985	20	C[Si](C)(C)OCC1C(C(C(C(O1)OCC2C(C(C(C(O2)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000900625	9771231.161
711		0	986					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""986.0"""",""""main.cluster index_upperinput"""":""""986.0""""}"""									986	150		39.61	39.61	986				1604821.557
770		0	987					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""987.0"""",""""main.cluster index_upperinput"""":""""987.0""""}"""									987	119		39.61	39.61	987				846730.1411
708		0	989					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""989.0"""",""""main.cluster index_upperinput"""":""""989.0""""}"""									989	122		39.66	39.66	989				717059.2733
486		0	991					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""991.0"""",""""main.cluster index_upperinput"""":""""991.0""""}"""									991	122		39.66	39.66	991				586572.7914
488	EI	0	992	"Methyl galactoside (1S,2R,3S,4S,5R)-, 4TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000900567	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""992.0"""",""""main.cluster index_upperinput"""":""""992.0""""}"""	"InChI=1S/C19H46O6Si4/c1-20-19-18(25-29(11,12)13)17(24-28(8,9)10)16(23-27(5,6)7)15(22-19)14-21-26(2,3)4/h15-19H,14H2,1-13H3/t15-,16+,17+,18-,19+/m1/s1"	EI	EI	EI	3	482.237	0.866112	1.00E+06	992	49	NIST	39.66	39.66	992	11	CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00000900567	277349.962
487	EI	0	993	"Cholest-5-en-3-ol, (3.alpha.)-, TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000959682	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""993.0"""",""""main.cluster index_upperinput"""":""""993.0""""}"""	"InChI=1S/C30H54OSi/c1-21(2)10-9-11-22(3)26-14-15-27-25-13-12-23-20-24(31-32(6,7)8)16-18-29(23,4)28(25)17-19-30(26,27)5/h12,21-22,24-28H,9-11,13-20H2,1-8H3/t22-,24-,25+,26-,27+,28+,29+,30-/m1/s1"	EI	EI	EI	3	458.394	0.6568	1.00E+06	993	164	NIST	39.75	39.75	993	12	C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@H](C4)O[Si](C)(C)C)C)C	CCMSLIB00000959682	1.11E+07
484	EI	0	995	"Methyl 2,5-dihydroxybenzoate, 2TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001005324	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""995.0"""",""""main.cluster index_upperinput"""":""""995.0""""}"""	"InChI=1S/C14H24O4Si2/c1-16-14(15)12-10-11(17-19(2,3)4)8-9-13(12)18-20(5,6)7/h8-10H,1-7H3"	EI	EI	EI	3	312.121	0.599771	1.00E+06	995	119	NIST	39.83	39.83	995	8	COC(=O)C1=C(C=CC(=C1)O[Si](C)(C)C)O[Si](C)(C)C	CCMSLIB00001005324	663502.763
485	EI	0	996	1-{2-(4-Chlorophenyl)-2-[(trimethylsilyl)oxy]ethyl}-4-(4-fluorobenzyl)piperidine	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001023153	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""996.0"""",""""main.cluster index_upperinput"""":""""996.0""""}"""	"InChI=1S/C23H31ClFNOSi/c1-28(2,3)27-23(20-6-8-21(24)9-7-20)17-26-14-12-19(13-15-26)16-18-4-10-22(25)11-5-18/h4-11,19,23H,12-17H2,1-3H3"	EI	EI	EI	3	419.185	0.662423	1.00E+06	996	107	NIST	39.83	39.83	996	6	C[Si](C)(C)OC(CN1CCC(CC1)CC2=CC=C(C=C2)F)C3=CC=C(C=C3)Cl	CCMSLIB00001023153	573485.0984
489	EI	0	999	"Furan-2-carboxylic acid, 4-benzyloxyphenyl ester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000925738	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""999.0"""",""""main.cluster index_upperinput"""":""""999.0""""}"""	"InChI=1S/C18H14O4/c19-18(17-7-4-12-20-17)22-16-10-8-15(9-11-16)21-13-14-5-2-1-3-6-14/h1-12H,13H2"	EI	EI	EI	3	294.089	0.508719	1.00E+06	999	165	NIST	39.87	39.87	999	8	C1=CC=C(C=C1)COC2=CC=C(C=C2)OC(=O)C3=CC=CO3	CCMSLIB00000925738	1989922.573
355		0	1000					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1000.0"""",""""main.cluster index_upperinput"""":""""1000.0""""}"""									1000	135		39.99	39.99	1000				1293683.28
354	EI	0	1001	"trans-2,4,6-Trimethoxy-.beta.-methyl-.beta.-nitrostyrene"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000899524	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1001.0"""",""""main.cluster index_upperinput"""":""""1001.0""""}"""	"InChI=1S/C12H15NO5/c1-8(13(14)15)5-10-11(17-3)6-9(16-2)7-12(10)18-4/h5-7H,1-4H3/b8-5+"	EI	EI	EI	3	253.095	0.596532	1.00E+06	1001	112	NIST	39.99	39.99	1001	6	C/C(=C\C1=C(C=C(C=C1OC)OC)OC)/[N+](=O)[O-]	CCMSLIB00000899524	818571.1437
352	EI	0	1004	Methyl 3-O-mesyl-5-O-methoxycarbonyl-d-xylofuranoside	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000936095	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1004.0"""",""""main.cluster index_upperinput"""":""""1004.0""""}"""	"InChI=1S/C9H16O9S/c1-14-8-6(10)7(18-19(3,12)13)5(17-8)4-16-9(11)15-2/h5-8,10H,4H2,1-3H3/t5-,6-,7+,8?/m1/s1"	EI	EI	EI	3	300.052	0.667404	1.00E+06	1004	118	NIST	40.04	40.04	1004	6	COC1[C@@H]([C@H]([C@H](O1)COC(=O)OC)OS(=O)(=O)C)O	CCMSLIB00000936095	829479.3042
351		0	1005					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1005.0"""",""""main.cluster index_upperinput"""":""""1005.0""""}"""									1005	114		40.04	40.04	1005				757166.0398
348		0	1008					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1008.0"""",""""main.cluster index_upperinput"""":""""1008.0""""}"""									1008	160		40.09	40.09	1008				2777193.243
347		0	1009					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1009.0"""",""""main.cluster index_upperinput"""":""""1009.0""""}"""									1009	79		40.09	40.09	1009				742798.8819
126		0	1010					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1010.0"""",""""main.cluster index_upperinput"""":""""1010.0""""}"""									1010	153		40.15	40.15	1010				1916095.118
127		0	1013					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1013.0"""",""""main.cluster index_upperinput"""":""""1013.0""""}"""									1013	136		40.24	40.24	1013				897564.7794
124	EI	0	1015	Docosyl nonyl ether	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000960486	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1015.0"""",""""main.cluster index_upperinput"""":""""1015.0""""}"""	"InChI=1S/C31H64O/c1-3-5-7-9-11-12-13-14-15-16-17-18-19-20-21-22-23-25-27-29-31-32-30-28-26-24-10-8-6-4-2/h3-31H2,1-2H3"	EI	EI	EI	3	452.496	0.751492	1.00E+06	1015	174	NIST	40.36	40.36	1015	9	CCCCCCCCCCCCCCCCCCCCCCOCCCCCCCCC	CCMSLIB00000960486	1.91E+08
125	EI	0	1016	"(3-Allyl-4-thiophen-2-yl-3H-thiazol-2-ylidene)(2,3-dihydrobenzo[1,4]dioxin-6-yl)amine"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001035035	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1016.0"""",""""main.cluster index_upperinput"""":""""1016.0""""}"""		EI	EI	EI	3	356.065	0.662934	1.00E+06	1016	165	NIST	40.46	40.46	1016	6		CCMSLIB00001035035	1.70E+07
122		0	1019					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1019.0"""",""""main.cluster index_upperinput"""":""""1019.0""""}"""									1019	164		40.57	40.57	1019				1.32E+07
783	EI	0	1020	"Pyridine-3-carboxamide, 5,6-dihydro-5-cyano-4-(3-fluorophenyl)-2-methyl-N-(2-methylphenyl)-6-thioxo-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000878114	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1020.0"""",""""main.cluster index_upperinput"""":""""1020.0""""}"""	"InChI=1S/C21H16FN3OS/c1-12-6-3-4-9-17(12)25-20(26)18-13(2)24-21(27)16(11-23)19(18)14-7-5-8-15(22)10-14/h3-10,16H,1-2H3,(H,25,26)"	EI	EI	EI	3	377.1	0.623612	1.00E+06	1020	167	NIST	40.69	40.69	1020	6	CC1=CC=CC=C1NC(=O)C2=C(C(C(=S)N=C2C)C#N)C3=CC(=CC=C3)F	CCMSLIB00000878114	4206298.298
782		0	1021					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1021.0"""",""""main.cluster index_upperinput"""":""""1021.0""""}"""									1021	104		40.69	40.69	1021				1240964.548
785	EI	0	1022	"3-(4-Ethoxy-phenyl)-5-(2-oxo-1,2-dihydro-indol-3-ylidene)-thiazolidine-2,4-dione"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001034544	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1022.0"""",""""main.cluster index_upperinput"""":""""1022.0""""}"""	"InChI=1S/C19H14N2O4S/c1-2-25-12-9-7-11(8-10-12)21-18(23)16(26-19(21)24)15-13-5-3-4-6-14(13)20-17(15)22/h3-10H,2H2,1H3,(H,20,22)/b16-15-"	EI	EI	EI	3	366.067	0.666833	1.00E+06	1022	165	NIST	40.79	40.79	1022	6	CCOC1=CC=C(C=C1)N2C(=O)/C(=C/3\C4=CC=CC=C4NC3=O)/SC2=O	CCMSLIB00001034544	758752.8924
784		0	1023					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1023.0"""",""""main.cluster index_upperinput"""":""""1023.0""""}"""									1023	161		40.84	40.84	1023				3160880.954
780		0	1024					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1024.0"""",""""main.cluster index_upperinput"""":""""1024.0""""}"""									1024	78		40.84	40.84	1024				837693.0065
779	EI	0	1025	"Pyrrole-2,5-dicarboxylic acid, 4-(2-diethylamino)ethyl-3-methyl-, 2-ethyl ester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000929330	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1025.0"""",""""main.cluster index_upperinput"""":""""1025.0""""}"""	"InChI=1S/C15H24N2O4/c1-5-17(6-2)9-8-11-10(4)12(15(20)21-7-3)16-13(11)14(18)19/h16H,5-9H2,1-4H3,(H,18,19)"	EI	EI	EI	3	296.174	0.897914	1.00E+06	1025	77	NIST	40.84	40.84	1025	6	CCN(CC)CCC1=C(NC(=C1C)C(=O)OCC)C(=O)O	CCMSLIB00000929330	364219.7633
781	EI	0	1027	"Thiophene-3-carboxylic acid, 2-(2-chloro-4,5-difluorobenzoylamino)-4-phenyl-, ethyl ester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001034800	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1027.0"""",""""main.cluster index_upperinput"""":""""1027.0""""}"""	"InChI=1S/C20H14ClF2NO3S/c1-2-27-20(26)17-13(11-6-4-3-5-7-11)10-28-19(17)24-18(25)12-8-15(22)16(23)9-14(12)21/h3-10H,2H2,1H3,(H,24,25)"	EI	EI	EI	3	421.035	0.689606	1.00E+06	1027	155	NIST	40.89	40.89	1027	6	CCOC(=O)C1=C(SC=C1C2=CC=CC=C2)NC(=O)C3=CC(=C(C=C3Cl)F)F	CCMSLIB00001034800	723150.7659
791		0	1028					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1028.0"""",""""main.cluster index_upperinput"""":""""1028.0""""}"""									1028	164		40.99	40.99	1028				1.84E+07
790	EI	0	1029	"(S)-(-)-1,1'-Bi-2-naphthol, O,O'-bis(trimethylsilyl)-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000941290	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1029.0"""",""""main.cluster index_upperinput"""":""""1029.0""""}"""	"InChI=1S/C26H30O2Si2/c1-29(2,3)27-23-17-15-19-11-7-9-13-21(19)25(23)26-22-14-10-8-12-20(22)16-18-24(26)28-30(4,5)6/h7-18H,1-6H3"	EI	EI	EI	3	430.178	0.7663	1.00E+06	1029	166	NIST	41.06	41.06	1029	7	C[Si](C)(C)OC1=C(C2=CC=CC=C2C=C1)C3=C(C=CC4=CC=CC=C43)O[Si](C)(C)C	CCMSLIB00000941290	2.91E+07
573	EI	0	1030	"N'-[3,5-Dibromo-2-(2-furoyloxy)benzylidene]-2-(p-tolyloxy)acethydrazide"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000917230	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1030.0"""",""""main.cluster index_upperinput"""":""""1030.0""""}"""	"InChI=1S/C21H16Br2N2O5/c1-13-4-6-16(7-5-13)29-12-19(26)25-24-11-14-9-15(22)10-17(23)20(14)30-21(27)18-3-2-8-28-18/h2-11H,12H2,1H3,(H,25,26)/b24-11+"	EI	EI	EI	3	533.943	0.552307	1.00E+06	1030	128	NIST	41.11	41.11	1030	6	CC1=CC=C(C=C1)OCC(=O)N/N=C/C2=CC(=CC(=C2OC(=O)C3=CC=CO3)Br)Br	CCMSLIB00000917230	2089000.489
574	EI	0	1031	"Benzene-1,4-dicarboxylic acid, methyl (benzimidazol-2-yl)methyl diester"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000989471	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1031.0"""",""""main.cluster index_upperinput"""":""""1031.0""""}"""	"InChI=1S/C17H14N2O4/c1-22-16(20)11-6-8-12(9-7-11)17(21)23-10-15-18-13-4-2-3-5-14(13)19-15/h2-9H,10H2,1H3,(H,18,19)"	EI	EI	EI	3	310.095	0.668575	1.00E+06	1031	103	NIST	41.11	41.11	1031	6	COC(=O)C1=CC=C(C=C1)C(=O)OCC2=NC3=CC=CC=C3N2	CCMSLIB00000989471	1517443.542
772	EI	0	1033	"Deoxycholic Acid, 3TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000884814	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1033.0"""",""""main.cluster index_upperinput"""":""""1033.0""""}"""	"InChI=1S/C33H64O4Si3/c1-23(13-18-31(34)37-40(10,11)12)27-16-17-28-26-15-14-24-21-25(35-38(4,5)6)19-20-32(24,2)29(26)22-30(33(27,28)3)36-39(7,8)9/h23-30H,13-22H2,1-12H3"	EI	EI	EI	3	608.411	0.936493	1.00E+06	1033	173	NIST	41.19	41.19	1033	29	CC(CCC(=O)O[Si](C)(C)C)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O[Si](C)(C)C)C)O[Si](C)(C)C)C	CCMSLIB00000884814	6.30E+09
576	EI	0	1034	"Allocholic acid, 4TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000942593	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1034.0"""",""""main.cluster index_upperinput"""":""""1034.0""""}"""	"InChI=1S/C36H72O5Si4/c1-25(16-19-33(37)41-45(13,14)15)28-17-18-29-34-30(24-32(36(28,29)3)40-44(10,11)12)35(2)21-20-27(38-42(4,5)6)22-26(35)23-31(34)39-43(7,8)9/h25-32,34H,16-24H2,1-15H3"	EI	EI	EI	3	696.446	0.962927	1.00E+06	1034	168	NIST	41.31	41.31	1034	27	CC(CCC(=O)O[Si](C)(C)C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O[Si](C)(C)C)C)O[Si](C)(C)C)O[Si](C)(C)C)C	CCMSLIB00000942593	9.39E+09
577		0	1035					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1035.0"""",""""main.cluster index_upperinput"""":""""1035.0""""}"""									1035	116		41.42	41.42	1035				1.10E+08
575		0	1036					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1036.0"""",""""main.cluster index_upperinput"""":""""1036.0""""}"""									1036	64		41.42	41.42	1036				6.30E+07
568		0	1038					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1038.0"""",""""main.cluster index_upperinput"""":""""1038.0""""}"""									1038	159		41.56	41.56	1038				2613855.455
569		0	1039					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1039.0"""",""""main.cluster index_upperinput"""":""""1039.0""""}"""									1039	61		41.56	41.56	1039				855014.771
450		0	1041					"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1041.0"""",""""main.cluster index_upperinput"""":""""1041.0""""}"""									1041	64		41.56	41.56	1041				703975.2215
449	EI	0	1042	"Pyrazine, 2,5-diethyl-3,6-diphenyl-"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00001005943	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1042.0"""",""""main.cluster index_upperinput"""":""""1042.0""""}"""	"InChI=1S/C20H20N2/c1-3-17-19(15-11-7-5-8-12-15)22-18(4-2)20(21-17)16-13-9-6-10-14-16/h5-14H,3-4H2,1-2H3"	EI	EI	EI	3	288.163	0.531715	1.00E+06	1042	20	NIST	41.56	41.56	1042	7	CCC1=C(N=C(C(=N1)C2=CC=CC=C2)CC)C3=CC=CC=C3	CCMSLIB00001005943	502379.0302
448	EI	0	1043	"Deoxycholic Acid, 2TMS derivative"	Isolated	NIST	http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000884813	"""https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=babcee3477644edc92a6fc2a191aded8&view=view_all_clusters_withID&show=true#{""""main.cluster index_lowerinput"""":""""1043.0"""",""""main.cluster index_upperinput"""":""""1043.0""""}"""	"InChI=1S/C30H56O4Si2/c1-20(10-15-28(31)32)24-13-14-25-23-12-11-21-18-22(33-35(4,5)6)16-17-29(21,2)26(23)19-27(30(24,25)3)34-36(7,8)9/h20-27H,10-19H2,1-9H3,(H,31,32)"	EI	EI	EI	3	536.372	0.791341	1.00E+06	1043	164	NIST	41.68	41.68	1043	18	CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O[Si](C)(C)C)C)O[Si](C)(C)C)C	CCMSLIB00000884813	6.72E+07
